id,created_at,updated_at,distance,from_node_code,from_node_id,from_node_name,from_node_type,risk_probability,time,to_node_code,to_node_id,to_node_name,to_node_type
18606,1658977058448,,16156,C135,135,WinMart+  Trung Kính,CUSTOMER,0.01,2069,C15,15,VinMart Đan Phượng,CUSTOMER
18607,1658977058449,,13043,C135,135,WinMart+  Trung Kính,CUSTOMER,0.01,1786,C16,16,VinMart Hoài Đức,CUSTOMER
18617,1658977059311,,2743,C51,51,WinMart+ 29A Nguyễn Công Hoan,CUSTOMER,0.01,525,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18618,1658977059312,,6508,C52,52,WinMart+ 26B Hòe Nhai,CUSTOMER,0.01,1262,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18619,1658977059313,,870,C53,53,WinMart+ 102 Nguyễn Chí Thanh,CUSTOMER,0.01,174,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18620,1658977059313,,3725,C54,54,WinMart+ 224 Khâm Thiên,CUSTOMER,0.01,756,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18621,1658977059314,,2977,C55,55,WinMart+ 116 Đê La Thành,CUSTOMER,0.01,627,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18622,1658977059315,,2838,C56,56,WinMart+ 80 Nguyễn Phúc Lai,CUSTOMER,0.01,617,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18623,1658977059315,,2307,C57,57,WinMart+ 1132 Đường Láng,CUSTOMER,0.01,406,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18624,1658977059316,,2049,C58,58,WinMart+ 169 Đặng Tiến Đông,CUSTOMER,0.01,477,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18625,1658977059316,,4915,C59,59,WinMart+ 11 Ngô Sĩ Liên,CUSTOMER,0.01,997,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18626,1658977059317,,4093,C60,60,WinMart+ 17B Đoàn Thị Điểm,CUSTOMER,0.01,798,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18628,1658977059318,,4431,C62,62,WinMart Thăng Long,CUSTOMER,0.01,794,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18629,1658977059318,,3001,C63,63,WinMart Royal City,CUSTOMER,0.01,569,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18630,1658977059319,,1685,C64,64,WinMart Trung Yên,CUSTOMER,0.01,384,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18631,1658977059319,,6800,C65,65,WinMart Lý Thái Tổ,CUSTOMER,0.01,1365,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18632,1658977059319,,6348,C66,66,WinMart Lê Đức Thọ,CUSTOMER,0.01,1108,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18633,1658977059320,,3228,C67,67,WinMart Vũ Trọng Phụng,CUSTOMER,0.01,663,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18634,1658977059320,,5101,C68,68,WinMart Trường Chinh,CUSTOMER,0.01,954,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18635,1658977059321,,356,C69,69,WinMart Trúc Khê,CUSTOMER,0.01,96,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18636,1658977059321,,8982,C70,70,WinMart Nhật Tân,CUSTOMER,0.01,1107,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18637,1658977059322,,8856,C71,71,WinMart Linh Đàm,CUSTOMER,0.01,1397,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18638,1658977059322,,5251,C72,72,WinMart VCPLZ HNI Skylake,CUSTOMER,0.01,904,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18639,1658977059323,,3007,C73,73,WinMart VCC HNI Trần Duy Hưng,CUSTOMER,0.01,616,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18640,1658977059323,,7531,C74,74,WinMart Xuân La,CUSTOMER,0.01,959,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18641,1658977059324,,8788,C75,75,WinMart Bắc Từ Liêm,CUSTOMER,0.01,1153,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER
18647,1658977062835,,6981,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER,0.01,1016,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18648,1658977062836,,4652,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER,0.01,728,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18649,1658977062837,,6794,C33,33,WinMart+ 35B Xuân La,CUSTOMER,0.01,1075,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18650,1658977062837,,3241,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER,0.01,558,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18651,1658977062838,,2592,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER,0.01,448,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18652,1658977062838,,4890,C36,36,WinMart+ 151 Trích Sài,CUSTOMER,0.01,874,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18653,1658977062838,,3018,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER,0.01,519,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18654,1658977062839,,7982,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER,0.01,1103,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18655,1658977062839,,1701,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER,0.01,325,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18656,1658977062840,,3534,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER,0.01,662,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18657,1658977062840,,2733,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER,0.01,513,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18658,1658977062841,,2958,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER,0.01,632,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18659,1658977062841,,2528,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER,0.01,543,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18660,1658977062842,,1143,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER,0.01,280,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18661,1658977062842,,3910,C45,45,WinMart+ 575 La Thành,CUSTOMER,0.01,682,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18662,1658977062842,,3426,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER,0.01,768,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18663,1658977062843,,2967,C47,47,WinMart+ 31 Tân Ấp,CUSTOMER,0.01,620,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18664,1658977062843,,1338,C48,48,WinMart+ 104C Ngọc Hà,CUSTOMER,0.01,260,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18665,1658977062844,,1565,C49,49,WinMart+ 93 Ngõ Núi Trúc,CUSTOMER,0.01,315,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18666,1658977062844,,3420,C50,50,WinMart+ 38 Linh Lang,CUSTOMER,0.01,671,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER
18667,1658977063990,,17500,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1970,C101,101,"WinMart+ Khu đô thị mới, Gia Lâm",CUSTOMER
18668,1658977063992,,45168,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,4251,C102,102,"WinMart+ Đinh Tiên Hoàng, Sơn Tây",CUSTOMER
18669,1658977063993,,7612,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1151,C103,103,"WinMart+ - 284 Tựu Liệt, Tam Hiệp, Thanh Trì",CUSTOMER
18675,1658977063998,,16345,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,2367,C109,109,"WinMart+ - 543 Thanh Lương, Bích Hòa, Thanh Oai",CUSTOMER
18676,1658977063999,,32126,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,3945,C110,110,WinMart+ 95 Ba Thá,CUSTOMER
18677,1658977064000,,39626,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,3923,C111,111,"Vimart+ 85 Lê Lợi, Vân Đình, Ứng Hòa",CUSTOMER
18683,1658977064003,,14590,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1589,C117,117,"WinMart+ Đào Xuyên, Đa Tốn, Gia Lâm",CUSTOMER
18685,1658977064004,,5971,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1047,C119,119,WinMart+ 175 An Dương,CUSTOMER
18686,1658977064004,,9783,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1407,C120,120,WinMart+ 612A Lạc Long Quân,CUSTOMER
18687,1658977064005,,10518,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,1652,C121,121,WinMart+ Packexim,CUSTOMER
18688,1658977064005,,5270,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,992,C122,122,WinMart+ Đội Cấn,CUSTOMER
18689,1658977064006,,2648,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,498,C123,123,WinMart+ 66 Đặng Tiến Đông,CUSTOMER
18690,1658977064007,,3122,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,571,C124,124,WinMart+ 158 Thái Thịnh,CUSTOMER
18691,1658977064007,,1856,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER,0.01,461,C125,125,WinMart+ 71 Khương Thượng,CUSTOMER
18692,1658977069133,,9442,C76,76,WinMart Gardenia,CUSTOMER,0.01,1229,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18693,1658977069135,,9492,C77,77,WinMart Hà Đông,CUSTOMER,0.01,1501,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18694,1658977069135,,2845,C78,78,WinMart Hoàng Cầu,CUSTOMER,0.01,665,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18695,1658977069136,,16575,C79,79,WinMart Long Biên,CUSTOMER,0.01,2187,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18696,1658977069136,,8462,C80,80,WinMart Times City,CUSTOMER,0.01,1526,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18697,1658977069137,,2204,C81,81,WinMart Trung Hòa,CUSTOMER,0.01,389,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18698,1658977069137,,4304,C82,82,WinMart Thụy Khuê,CUSTOMER,0.01,758,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18699,1658977069138,,7464,C83,83,WinMart Lương Yên,CUSTOMER,0.01,1338,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18700,1658977069138,,14231,C84,84,WinMart Yên Sở,CUSTOMER,0.01,1456,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18701,1658977069139,,3829,C85,85,WinMart HNI Cầu Giấy,CUSTOMER,0.01,818,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18702,1658977069139,,4669,C86,86,WinMart+ 208L Lê Trọng Tấn,CUSTOMER,0.01,895,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18709,1658977069142,,6212,C93,93,WinMart+ 23 Gia Ngư,CUSTOMER,0.01,1267,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18710,1658977069143,,4858,C94,94,WinMart+ 120 Lê Duẩn (Ga Hà Nội),CUSTOMER,0.01,1000,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18711,1658977069143,,9089,C95,95,WinMart+ 384 Bạch Đằng,CUSTOMER,0.01,1619,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18712,1658977069144,,5025,C96,96,WinMart+ 95 Lý Nam Đế,CUSTOMER,0.01,978,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18714,1658977069145,,5848,C98,98,WinMart+ Số 8 Lê Văn Linh,CUSTOMER,0.01,1137,C131,131,WinMart+ 129 Pháo Đài Láng,CUSTOMER
18717,1658977069407,,3006,C126,126,WinMart+ 6-8 Phố Vọng,CUSTOMER,0.01,527,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18718,1658977069410,,514,C127,127,WinMart+ 281 Khâm Thiên,CUSTOMER,0.01,125,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18719,1658977069411,,11242,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT,0.01,1677,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18720,1658977069412,,6113,D2,2,Kho hàng Big C THĂNG LONG,DEPOT,0.01,1136,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18721,1658977069413,,10214,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT,0.01,1475,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18722,1658977069413,,9725,D4,4,Kho hàng AEON Mall Long Biên,DEPOT,0.01,1332,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18723,1658977069414,,11021,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT,0.01,1606,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18729,1658977070733,,7495,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,1142,C31,31,WinMart+ 123 Trịnh Công Sơn,CUSTOMER
18730,1658977070733,,5159,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,858,C32,32,WinMart+ 123 Âu Cơ,CUSTOMER
18731,1658977070734,,5800,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,1020,C33,33,WinMart+ 35B Xuân La,CUSTOMER
18732,1658977070734,,3751,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,690,C34,34,WinMart+ 133 Thụy Khuê,CUSTOMER
18733,1658977070735,,3242,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,595,C35,35,WinMart+ 55 Thụy Khuê,CUSTOMER
18734,1658977070735,,4324,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,787,C36,36,WinMart+ 151 Trích Sài,CUSTOMER
18735,1658977070735,,3477,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,634,C37,37,WinMart+ 47 Phó Đức Chính,CUSTOMER
18736,1658977070736,,7855,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,1109,C38,38,WinMart+ 50 Nguyễn Hoàng Tôn,CUSTOMER
18737,1658977070736,,2331,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,453,C39,39,WinMart+ 18B Nguyễn Biểu,CUSTOMER
18738,1658977070737,,2790,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,566,C40,40,WinMart+ 140 Đốc Ngữ,CUSTOMER
18739,1658977070737,,2284,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,398,C41,41,WinMart+ 69 Vạn Bảo,CUSTOMER
18740,1658977070737,,3278,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,654,C42,42,WinMart+ 20 Nguyễn Thiếp,CUSTOMER
18741,1658977070738,,3117,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,631,C43,43,WinMart+ 27 Phạm Hồng Thái,CUSTOMER
18742,1658977070739,,1282,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,280,C44,44,WinMart+28 Nguyễn Thái Học,CUSTOMER
18743,1658977070740,,1615,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,313,C45,45,WinMart+ 575 La Thành,CUSTOMER
18744,1658977070741,,4209,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,879,C46,46,WinMart+ 20 Nghĩa Dũng,CUSTOMER
18745,1658977070741,,3750,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,755,C47,47,WinMart+ 31 Tân Ấp,CUSTOMER
18746,1658977070742,,1547,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,334,C48,48,WinMart+ 104C Ngọc Hà,CUSTOMER
18747,1658977070743,,600,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,172,C49,49,WinMart+ 93 Ngõ Núi Trúc,CUSTOMER
18748,1658977070744,,3093,C134,134,WinMart+ 43 Giảng Võ,CUSTOMER,0.01,579,C50,50,WinMart+ 38 Linh Lang,CUSTOMER
18749,1658977077480,,2770,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,503,C126,126,WinMart+ 6-8 Phố Vọng,CUSTOMER
18750,1658977077483,,1989,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,358,C127,127,WinMart+ 281 Khâm Thiên,CUSTOMER
18751,1658977077483,,2226,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,420,C128,128,WinMart+ 150 Nguyễn Lương Bằng,CUSTOMER
18752,1658977077484,,0,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,0,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER
18753,1658977077484,,11355,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,1650,D1,1,Kho hàng AEON Mall Hà Đông,DEPOT
18754,1658977077485,,5527,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,1068,D2,2,Kho hàng Big C THĂNG LONG,DEPOT
18755,1658977077485,,7081,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,1101,D3,3,Kho hàng MM Mega Market Hoàng Mai,DEPOT
18756,1658977077486,,9284,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,1165,D4,4,Kho hàng AEON Mall Long Biên,DEPOT
18757,1658977077486,,11956,C129,129,WinMart+ 19 Lương Đình Của,CUSTOMER,0.01,1481,D5,5,Công ty TNHH nước giải khát BlueSea (nước giải khát và đồ uống không cồn),DEPOT
18758,1658977078597,,3482,C1,1,VinMart Liễu Giai,CUSTOMER,0.01,601,C135,135,WinMart+  Trung Kính,CUSTOMER
18759,1658977078603,,6315,C2,2,VinMart Đại La,CUSTOMER,0.01,1058,C135,135,WinMart+  Trung Kính,CUSTOMER
18760,1658977078604,,7919,C3,3,VinMart Trương Định,CUSTOMER,0.01,1347,C135,135,WinMart+  Trung Kính,CUSTOMER
18761,1658977078604,,2008,C4,4,VinMart Nguyễn Chí Thanh,CUSTOMER,0.01,331,C135,135,WinMart+  Trung Kính,CUSTOMER
18762,1658977078605,,3968,C5,5,VinMart La Thành,CUSTOMER,0.01,749,C135,135,WinMart+  Trung Kính,CUSTOMER
18763,1658977078606,,3951,C6,6,VinMart Đội Cấn,CUSTOMER,0.01,626,C135,135,WinMart+  Trung Kính,CUSTOMER
18764,1658977078607,,4990,C7,7,VinMart Tràng An,CUSTOMER,0.01,669,C135,135,WinMart+  Trung Kính,CUSTOMER
18765,1658977078608,,7804,C8,8,VinMart Võ Thị Sáu,CUSTOMER,0.01,1312,C135,135,WinMart+  Trung Kính,CUSTOMER
18766,1658977078609,,10998,C9,9,VinMart Xuân Diệu,CUSTOMER,0.01,1378,C135,135,WinMart+  Trung Kính,CUSTOMER
18767,1658977078609,,3859,C10,10,VinMart Thái Thịnh,CUSTOMER,0.01,673,C135,135,WinMart+  Trung Kính,CUSTOMER
18768,1658977078610,,11498,C11,11,VinMart Nguyễn Văn Cừ II,CUSTOMER,0.01,1698,C135,135,WinMart+  Trung Kính,CUSTOMER
18769,1658977078610,,7087,C12,12,VinMart Hà Đông 2,CUSTOMER,0.01,1173,C135,135,WinMart+  Trung Kính,CUSTOMER
18770,1658977078611,,7143,C13,13,VinMart Bà Triệu,CUSTOMER,0.01,1238,C135,135,WinMart+  Trung Kính,CUSTOMER
18771,1658977078611,,25319,C14,14,VinMart Ocean Park,CUSTOMER,0.01,2190,C135,135,WinMart+  Trung Kính,CUSTOMER
18772,1658977078612,,17991,C15,15,VinMart Đan Phượng,CUSTOMER,0.01,2085,C135,135,WinMart+  Trung Kính,CUSTOMER
18773,1658977078612,,14798,C16,16,VinMart Hoài Đức,CUSTOMER,0.01,1792,C135,135,WinMart+  Trung Kính,CUSTOMER
18783,1658977079457,,9712,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1255,C76,76,WinMart Gardenia,CUSTOMER
18784,1658977079459,,8658,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1323,C77,77,WinMart Hà Đông,CUSTOMER
18785,1658977079460,,2943,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,562,C78,78,WinMart Hoàng Cầu,CUSTOMER
18786,1658977079460,,15885,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1951,C79,79,WinMart Long Biên,CUSTOMER
18787,1658977079461,,7526,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1232,C80,80,WinMart Times City,CUSTOMER
18788,1658977079462,,1672,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,263,C81,81,WinMart Trung Hòa,CUSTOMER
18789,1658977079462,,5563,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,886,C82,82,WinMart Thụy Khuê,CUSTOMER
18790,1658977079463,,9112,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1351,C83,83,WinMart Lương Yên,CUSTOMER
18791,1658977079464,,10438,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1533,C84,84,WinMart Yên Sở,CUSTOMER
18792,1658977079465,,4571,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,802,C85,85,WinMart HNI Cầu Giấy,CUSTOMER
18793,1658977079465,,3664,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,649,C86,86,WinMart+ 208L Lê Trọng Tấn,CUSTOMER
18800,1658977079486,,7281,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1395,C93,93,WinMart+ 23 Gia Ngư,CUSTOMER
18801,1658977079486,,5305,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,972,C94,94,WinMart+ 120 Lê Duẩn (Ga Hà Nội),CUSTOMER
18802,1658977079486,,10043,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1517,C95,95,WinMart+ 384 Bạch Đằng,CUSTOMER
18803,1658977079487,,6414,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1148,C96,96,WinMart+ 95 Lý Nam Đế,CUSTOMER
18805,1658977079488,,6190,C132,132,WinMart+ 37 Vũ Ngọc Phan,CUSTOMER,0.01,1113,C98,98,WinMart+ Số 8 Lê Văn Linh,CUSTOMER
18808,1658977082992,,3324,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,650,C51,51,WinMart+ 29A Nguyễn Công Hoan,CUSTOMER
18809,1658977082994,,2379,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,453,C52,52,WinMart+ 26B Hòe Nhai,CUSTOMER
18810,1658977082995,,4499,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,887,C53,53,WinMart+ 102 Nguyễn Chí Thanh,CUSTOMER
18811,1658977082996,,2030,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,419,C54,54,WinMart+ 224 Khâm Thiên,CUSTOMER
18812,1658977082997,,1498,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,287,C55,55,WinMart+ 116 Đê La Thành,CUSTOMER
18813,1658977082998,,2414,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,500,C56,56,WinMart+ 80 Nguyễn Phúc Lai,CUSTOMER
18814,1658977082999,,5923,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1108,C57,57,WinMart+ 1132 Đường Láng,CUSTOMER
18815,1658977083000,,2762,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,537,C58,58,WinMart+ 169 Đặng Tiến Đông,CUSTOMER
18816,1658977083001,,1125,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,269,C59,59,WinMart+ 11 Ngô Sĩ Liên,CUSTOMER
18817,1658977083002,,492,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,126,C60,60,WinMart+ 17B Đoàn Thị Điểm,CUSTOMER
18819,1658977083004,,5231,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,988,C62,62,WinMart Thăng Long,CUSTOMER
18820,1658977083005,,4001,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,711,C63,63,WinMart Royal City,CUSTOMER
18821,1658977083006,,5077,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,979,C64,64,WinMart Trung Yên,CUSTOMER
18822,1658977083007,,4130,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,774,C65,65,WinMart Lý Thái Tổ,CUSTOMER
18823,1658977083007,,11348,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1580,C66,66,WinMart Lê Đức Thọ,CUSTOMER
18824,1658977083008,,5111,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,851,C67,67,WinMart Vũ Trọng Phụng,CUSTOMER
18825,1658977083008,,4753,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,878,C68,68,WinMart Trường Chinh,CUSTOMER
18826,1658977083009,,4412,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,889,C69,69,WinMart Trúc Khê,CUSTOMER
18827,1658977083009,,7578,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1127,C70,70,WinMart Nhật Tân,CUSTOMER
18828,1658977083010,,9556,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1522,C71,71,WinMart Linh Đàm,CUSTOMER
18829,1658977083010,,8306,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1414,C72,72,WinMart VCPLZ HNI Skylake,CUSTOMER
18830,1658977083010,,6213,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1189,C73,73,WinMart VCC HNI Trần Duy Hưng,CUSTOMER
18831,1658977083011,,7152,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1168,C74,74,WinMart Xuân La,CUSTOMER
18832,1658977083011,,11019,C133,133,WinMart+ 28 Tôn Đức Thắng,CUSTOMER,0.01,1629,C75,75,WinMart Bắc Từ Liêm,CUSTOMER
18833,1658977084156,,17635,C101,101,"WinMart+ Khu đô thị mới, Gia Lâm",CUSTOMER,0.01,1962,C130,130,WinMart+ 166 Kim Hoa,CUSTOMER
