id,distance,from_node_code,from_node_id,from_node_type,time,to_node_code,to_node_id,to_node_type
134647,14904,C80,80,CUSTOMER,2078,C361,361,CUSTOMER
134648,6650,C81,81,CUSTOMER,736,C361,361,CUSTOMER
134649,11524,C82,82,CUSTOMER,1463,C361,361,CUSTOMER
134650,15150,C83,83,CUSTOMER,1993,C361,361,CUSTOMER
134651,16900,C84,84,CUSTOMER,1553,C361,361,CUSTOMER
134652,3199,C85,85,CUSTOMER,627,C361,361,CUSTOMER
134653,11111,C86,86,CUSTOMER,1446,C361,361,CUSTOMER
134662,13431,C93,93,CUSTOMER,1972,C361,361,CUSTOMER
134664,12078,C94,94,CUSTOMER,1705,C361,361,CUSTOMER
134666,16775,C95,95,CUSTOMER,2275,C361,361,CUSTOMER
134668,12245,C96,96,CUSTOMER,1683,C361,361,CUSTOMER
134672,13068,C98,98,CUSTOMER,1842,C361,361,CUSTOMER
134693,5185,C363,363,CUSTOMER,970,C51,51,CUSTOMER
134694,10332,C363,363,CUSTOMER,1658,C52,52,CUSTOMER
134695,5728,C363,363,CUSTOMER,1045,C53,53,CUSTOMER
134696,11590,C363,363,CUSTOMER,1388,C54,54,CUSTOMER
134697,9934,C363,363,CUSTOMER,1376,C55,55,CUSTOMER
134698,9311,C363,363,CUSTOMER,1317,C56,56,CUSTOMER
134699,4500,C363,363,CUSTOMER,803,C57,57,CUSTOMER
134700,10607,C363,363,CUSTOMER,1197,C58,58,CUSTOMER
134701,8601,C363,363,CUSTOMER,1499,C59,59,CUSTOMER
134702,8304,C363,363,CUSTOMER,1444,C60,60,CUSTOMER
134704,3201,C363,363,CUSTOMER,563,C62,62,CUSTOMER
134705,9575,C363,363,CUSTOMER,1068,C63,63,CUSTOMER
134706,5144,C363,363,CUSTOMER,857,C64,64,CUSTOMER
134707,12083,C363,363,CUSTOMER,1979,C65,65,CUSTOMER
134708,2947,C363,363,CUSTOMER,464,C66,66,CUSTOMER
134709,7954,C363,363,CUSTOMER,873,C67,67,CUSTOMER
134710,12485,C363,363,CUSTOMER,1464,C68,68,CUSTOMER
134711,7267,C363,363,CUSTOMER,1007,C69,69,CUSTOMER
134712,9589,C363,363,CUSTOMER,1091,C70,70,CUSTOMER
134713,11096,C363,363,CUSTOMER,1316,C71,71,CUSTOMER
134714,4411,C363,363,CUSTOMER,655,C72,72,CUSTOMER
134715,5654,C363,363,CUSTOMER,673,C73,73,CUSTOMER
134716,7912,C363,363,CUSTOMER,910,C74,74,CUSTOMER
134717,4103,C363,363,CUSTOMER,689,C75,75,CUSTOMER
134793,2322,C362,362,CUSTOMER,426,C76,76,CUSTOMER
134794,11084,C362,362,CUSTOMER,1324,C77,77,CUSTOMER
134795,7776,C362,362,CUSTOMER,1343,C78,78,CUSTOMER
134796,28870,C362,362,CUSTOMER,2421,C79,79,CUSTOMER
134797,14207,C362,362,CUSTOMER,1806,C80,80,CUSTOMER
134798,5988,C362,362,CUSTOMER,810,C81,81,CUSTOMER
134799,7746,C362,362,CUSTOMER,1311,C82,82,CUSTOMER
134800,14951,C362,362,CUSTOMER,1913,C83,83,CUSTOMER
134801,18707,C362,362,CUSTOMER,1547,C84,84,CUSTOMER
134802,1597,C362,362,CUSTOMER,284,C85,85,CUSTOMER
134803,10344,C362,362,CUSTOMER,1224,C86,86,CUSTOMER
134810,11339,C362,362,CUSTOMER,2021,C93,93,CUSTOMER
134811,8999,C362,362,CUSTOMER,1575,C94,94,CUSTOMER
134812,15883,C362,362,CUSTOMER,2079,C95,95,CUSTOMER
134813,10108,C362,362,CUSTOMER,1751,C96,96,CUSTOMER
134815,10223,C362,362,CUSTOMER,1739,C98,98,CUSTOMER
134843,29558,C361,361,CUSTOMER,2467,C101,101,CUSTOMER
134844,32668,C361,361,CUSTOMER,3417,C102,102,CUSTOMER
134845,17389,C361,361,CUSTOMER,1788,C103,103,CUSTOMER
134851,19586,C361,361,CUSTOMER,2233,C109,109,CUSTOMER
134852,33383,C361,361,CUSTOMER,3755,C110,110,CUSTOMER
134853,41893,C361,361,CUSTOMER,3859,C111,111,CUSTOMER
134859,25818,C361,361,CUSTOMER,2095,C117,117,CUSTOMER
134861,11906,C361,361,CUSTOMER,1884,C119,119,CUSTOMER
134862,9604,C361,361,CUSTOMER,1124,C120,120,CUSTOMER
134863,12024,C361,361,CUSTOMER,1273,C121,121,CUSTOMER
134864,6811,C361,361,CUSTOMER,1056,C122,122,CUSTOMER
134865,7602,C361,361,CUSTOMER,1307,C123,123,CUSTOMER
134866,7076,C361,361,CUSTOMER,1209,C124,124,CUSTOMER
134867,10187,C361,361,CUSTOMER,1214,C125,125,CUSTOMER
134893,4910,C51,51,CUSTOMER,899,C363,363,CUSTOMER
134894,8527,C52,52,CUSTOMER,1515,C363,363,CUSTOMER
134895,6036,C53,53,CUSTOMER,712,C363,363,CUSTOMER
134896,6469,C54,54,CUSTOMER,1270,C363,363,CUSTOMER
134897,5707,C55,55,CUSTOMER,1114,C363,363,CUSTOMER
134898,5434,C56,56,CUSTOMER,1115,C363,363,CUSTOMER
134899,3343,C57,57,CUSTOMER,680,C363,363,CUSTOMER
134900,9717,C58,58,CUSTOMER,1100,C363,363,CUSTOMER
134901,7731,C59,59,CUSTOMER,1425,C363,363,CUSTOMER
134902,6837,C60,60,CUSTOMER,1313,C363,363,CUSTOMER
134904,2111,C62,62,CUSTOMER,413,C363,363,CUSTOMER
134905,8199,C63,63,CUSTOMER,896,C363,363,CUSTOMER
134906,5689,C64,64,CUSTOMER,675,C363,363,CUSTOMER
134907,9275,C65,65,CUSTOMER,1747,C363,363,CUSTOMER
134908,2383,C66,66,CUSTOMER,423,C363,363,CUSTOMER
134909,7534,C67,67,CUSTOMER,803,C363,363,CUSTOMER
134910,10481,C68,68,CUSTOMER,1321,C363,363,CUSTOMER
134911,6436,C69,69,CUSTOMER,838,C363,363,CUSTOMER
134912,8535,C70,70,CUSTOMER,986,C363,363,CUSTOMER
134913,10653,C71,71,CUSTOMER,1266,C363,363,CUSTOMER
134914,2222,C72,72,CUSTOMER,347,C363,363,CUSTOMER
134915,4996,C73,73,CUSTOMER,617,C363,363,CUSTOMER
134916,7085,C74,74,CUSTOMER,837,C363,363,CUSTOMER
134917,2307,C75,75,CUSTOMER,346,C363,363,CUSTOMER
134993,1460,C76,76,CUSTOMER,315,C362,362,CUSTOMER
134994,11072,C77,77,CUSTOMER,1631,C362,362,CUSTOMER
134995,10814,C78,78,CUSTOMER,1485,C362,362,CUSTOMER
134996,29997,C79,79,CUSTOMER,2514,C362,362,CUSTOMER
134997,15653,C80,80,CUSTOMER,2199,C362,362,CUSTOMER
134998,7399,C81,81,CUSTOMER,857,C362,362,CUSTOMER
134999,8597,C82,82,CUSTOMER,1488,C362,362,CUSTOMER
135000,15899,C83,83,CUSTOMER,2115,C362,362,CUSTOMER
135001,17649,C84,84,CUSTOMER,1674,C362,362,CUSTOMER
135002,2680,C85,85,CUSTOMER,545,C362,362,CUSTOMER
135003,11860,C86,86,CUSTOMER,1568,C362,362,CUSTOMER
135010,10905,C93,93,CUSTOMER,2033,C362,362,CUSTOMER
135011,12827,C94,94,CUSTOMER,1826,C362,362,CUSTOMER
135012,17524,C95,95,CUSTOMER,2396,C362,362,CUSTOMER
135013,9718,C96,96,CUSTOMER,1745,C362,362,CUSTOMER
135015,10542,C98,98,CUSTOMER,1903,C362,362,CUSTOMER
135030,30310,C101,101,CUSTOMER,2555,C361,361,CUSTOMER
135031,32701,C102,102,CUSTOMER,3359,C361,361,CUSTOMER
135032,13631,C103,103,CUSTOMER,1876,C361,361,CUSTOMER
135038,16516,C109,109,CUSTOMER,2197,C361,361,CUSTOMER
135039,31990,C110,110,CUSTOMER,3602,C361,361,CUSTOMER
135040,36907,C111,111,CUSTOMER,4084,C361,361,CUSTOMER
135046,27203,C117,117,CUSTOMER,2316,C361,361,CUSTOMER
135048,14111,C119,119,CUSTOMER,1845,C361,361,CUSTOMER
135049,8401,C120,120,CUSTOMER,1314,C361,361,CUSTOMER
135050,13176,C121,121,CUSTOMER,1421,C361,361,CUSTOMER
135051,6743,C122,122,CUSTOMER,1170,C361,361,CUSTOMER
135052,9097,C123,123,CUSTOMER,1147,C361,361,CUSTOMER
135053,8646,C124,124,CUSTOMER,1081,C361,361,CUSTOMER
135054,10680,C125,125,CUSTOMER,1337,C361,361,CUSTOMER
135080,2545,C363,363,CUSTOMER,427,C76,76,CUSTOMER
135081,11517,C363,363,CUSTOMER,1318,C77,77,CUSTOMER
135082,9909,C363,363,CUSTOMER,1406,C78,78,CUSTOMER
135083,28258,C363,363,CUSTOMER,2356,C79,79,CUSTOMER
135084,14640,C363,363,CUSTOMER,1800,C80,80,CUSTOMER
135085,6422,C363,363,CUSTOMER,804,C81,81,CUSTOMER
135086,8064,C363,363,CUSTOMER,1267,C82,82,CUSTOMER
135087,15384,C363,363,CUSTOMER,1907,C83,83,CUSTOMER
135088,19140,C363,363,CUSTOMER,1540,C84,84,CUSTOMER
135089,2625,C363,363,CUSTOMER,412,C85,85,CUSTOMER
135090,10778,C363,363,CUSTOMER,1218,C86,86,CUSTOMER
135097,11657,C363,363,CUSTOMER,1977,C93,93,CUSTOMER
135098,8793,C363,363,CUSTOMER,1530,C94,94,CUSTOMER
135099,11350,C363,363,CUSTOMER,2091,C95,95,CUSTOMER
135100,9902,C363,363,CUSTOMER,1706,C96,96,CUSTOMER
135102,10540,C363,363,CUSTOMER,1695,C98,98,CUSTOMER
135180,28809,C362,362,CUSTOMER,2345,C101,101,CUSTOMER
135181,33436,C362,362,CUSTOMER,3517,C102,102,CUSTOMER
135182,16640,C362,362,CUSTOMER,1667,C103,103,CUSTOMER
135188,18837,C362,362,CUSTOMER,2111,C109,109,CUSTOMER
135189,38522,C362,362,CUSTOMER,3738,C110,110,CUSTOMER
135190,41144,C362,362,CUSTOMER,3738,C111,111,CUSTOMER
135196,25069,C362,362,CUSTOMER,1974,C117,117,CUSTOMER
135198,10750,C362,362,CUSTOMER,1776,C119,119,CUSTOMER
135199,9378,C362,362,CUSTOMER,1036,C120,120,CUSTOMER
135200,11797,C362,362,CUSTOMER,1186,C121,121,CUSTOMER
135201,5481,C362,362,CUSTOMER,918,C122,122,CUSTOMER
135202,6853,C362,362,CUSTOMER,1185,C123,123,CUSTOMER
135203,6327,C362,362,CUSTOMER,1087,C124,124,CUSTOMER
135204,9438,C362,362,CUSTOMER,1092,C125,125,CUSTOMER
135216,12230,C361,361,CUSTOMER,1451,C126,126,CUSTOMER
135217,11457,C361,361,CUSTOMER,1439,C127,127,CUSTOMER
135218,9204,C361,361,CUSTOMER,1560,C128,128,CUSTOMER
135219,11363,C361,361,CUSTOMER,1429,C129,129,CUSTOMER
135220,11855,C361,361,CUSTOMER,1560,C130,130,CUSTOMER
135221,5808,C361,361,CUSTOMER,1090,C131,131,CUSTOMER
135222,6145,C361,361,CUSTOMER,1078,C132,132,CUSTOMER
135223,8651,C361,361,CUSTOMER,1471,C133,133,CUSTOMER
135224,7986,C361,361,CUSTOMER,1353,C134,134,CUSTOMER
135225,4294,C361,361,CUSTOMER,713,C135,135,CUSTOMER
135226,6894,C361,361,CUSTOMER,984,C136,136,CUSTOMER
135227,9634,C361,361,CUSTOMER,1246,C137,137,CUSTOMER
135266,2944,C76,76,CUSTOMER,550,C363,363,CUSTOMER
135267,11195,C77,77,CUSTOMER,1384,C363,363,CUSTOMER
135268,6000,C78,78,CUSTOMER,1215,C363,363,CUSTOMER
135269,27684,C79,79,CUSTOMER,2174,C363,363,CUSTOMER
135270,13957,C80,80,CUSTOMER,1867,C363,363,CUSTOMER
135271,5643,C81,81,CUSTOMER,677,C363,363,CUSTOMER
135272,6472,C82,82,CUSTOMER,1139,C363,363,CUSTOMER
135273,10337,C83,83,CUSTOMER,1834,C363,363,CUSTOMER
135274,15944,C84,84,CUSTOMER,1358,C363,363,CUSTOMER
135275,2206,C85,85,CUSTOMER,450,C363,363,CUSTOMER
135276,10164,C86,86,CUSTOMER,1235,C363,363,CUSTOMER
135283,8731,C93,93,CUSTOMER,1681,C363,363,CUSTOMER
135284,7731,C94,94,CUSTOMER,1496,C363,363,CUSTOMER
135285,10157,C95,95,CUSTOMER,1989,C363,363,CUSTOMER
135286,7544,C96,96,CUSTOMER,1393,C363,363,CUSTOMER
135288,8368,C98,98,CUSTOMER,1551,C363,363,CUSTOMER
135355,31059,C101,101,CUSTOMER,2676,C362,362,CUSTOMER
135356,33450,C102,102,CUSTOMER,3480,C362,362,CUSTOMER
135357,14380,C103,103,CUSTOMER,1997,C362,362,CUSTOMER
135363,17265,C109,109,CUSTOMER,2318,C362,362,CUSTOMER
135364,32739,C110,110,CUSTOMER,3724,C362,362,CUSTOMER
135365,37656,C111,111,CUSTOMER,4206,C362,362,CUSTOMER
135371,27952,C117,117,CUSTOMER,2438,C362,362,CUSTOMER
135373,16631,C119,119,CUSTOMER,1786,C362,362,CUSTOMER
135374,7882,C120,120,CUSTOMER,1244,C362,362,CUSTOMER
135375,12657,C121,121,CUSTOMER,1339,C362,362,CUSTOMER
135376,6224,C122,122,CUSTOMER,1088,C362,362,CUSTOMER
135377,9846,C123,123,CUSTOMER,1268,C362,362,CUSTOMER
135378,9395,C124,124,CUSTOMER,1203,C362,362,CUSTOMER
135379,11429,C125,125,CUSTOMER,1458,C362,362,CUSTOMER
135380,1983,C364,364,CUSTOMER,362,C1,1,CUSTOMER
135381,6843,C364,364,CUSTOMER,1143,C2,2,CUSTOMER
135382,8902,C364,364,CUSTOMER,1488,C3,3,CUSTOMER
135383,1584,C364,364,CUSTOMER,456,C4,4,CUSTOMER
135384,4651,C364,364,CUSTOMER,918,C5,5,CUSTOMER
135385,4833,C364,364,CUSTOMER,855,C6,6,CUSTOMER
135386,3617,C364,364,CUSTOMER,431,C7,7,CUSTOMER
135387,9181,C364,364,CUSTOMER,1563,C8,8,CUSTOMER
135388,9417,C364,364,CUSTOMER,1028,C9,9,CUSTOMER
135389,4335,C364,364,CUSTOMER,853,C10,10,CUSTOMER
135390,10188,C364,364,CUSTOMER,1623,C11,11,CUSTOMER
135391,9490,C364,364,CUSTOMER,1478,C12,12,CUSTOMER
135392,7707,C364,364,CUSTOMER,1405,C13,13,CUSTOMER
135393,28398,C364,364,CUSTOMER,2701,C14,14,CUSTOMER
135394,15584,C364,364,CUSTOMER,2124,C15,15,CUSTOMER
135395,12471,C364,364,CUSTOMER,1841,C16,16,CUSTOMER
135405,11876,C126,126,CUSTOMER,1479,C361,361,CUSTOMER
135406,10367,C127,127,CUSTOMER,1398,C361,361,CUSTOMER
135407,10858,C128,128,CUSTOMER,1329,C361,361,CUSTOMER
135408,11334,C129,129,CUSTOMER,1488,C361,361,CUSTOMER
135409,11805,C130,130,CUSTOMER,1579,C361,361,CUSTOMER
135410,7782,C131,131,CUSTOMER,879,C361,361,CUSTOMER
135411,8243,C132,132,CUSTOMER,992,C361,361,CUSTOMER
135412,11551,C133,133,CUSTOMER,1610,C361,361,CUSTOMER
135413,10439,C134,134,CUSTOMER,1350,C361,361,CUSTOMER
135414,6703,C135,135,CUSTOMER,754,C361,361,CUSTOMER
135415,6806,C136,136,CUSTOMER,782,C361,361,CUSTOMER
135416,9755,C137,137,CUSTOMER,1277,C361,361,CUSTOMER
135455,29242,C363,363,CUSTOMER,2339,C101,101,CUSTOMER
135456,32438,C363,363,CUSTOMER,3334,C102,102,CUSTOMER
135457,17073,C363,363,CUSTOMER,1660,C103,103,CUSTOMER
135463,19271,C363,363,CUSTOMER,2105,C109,109,CUSTOMER
135464,38956,C363,363,CUSTOMER,3731,C110,110,CUSTOMER
135465,41578,C363,363,CUSTOMER,3732,C111,111,CUSTOMER
135471,25503,C363,363,CUSTOMER,1968,C117,117,CUSTOMER
135473,11068,C363,363,CUSTOMER,1732,C119,119,CUSTOMER
135474,8766,C363,363,CUSTOMER,971,C120,120,CUSTOMER
135475,11186,C363,363,CUSTOMER,1121,C121,121,CUSTOMER
135476,5973,C363,363,CUSTOMER,903,C122,122,CUSTOMER
135477,8985,C363,363,CUSTOMER,1249,C123,123,CUSTOMER
135478,8459,C363,363,CUSTOMER,1151,C124,124,CUSTOMER
135479,9872,C363,363,CUSTOMER,1086,C125,125,CUSTOMER
135543,11481,C362,362,CUSTOMER,1330,C126,126,CUSTOMER
135544,10708,C362,362,CUSTOMER,1317,C127,127,CUSTOMER
135545,8456,C362,362,CUSTOMER,1439,C128,128,CUSTOMER
135546,10614,C362,362,CUSTOMER,1307,C129,129,CUSTOMER
135547,11107,C362,362,CUSTOMER,1438,C130,130,CUSTOMER
135548,5059,C362,362,CUSTOMER,969,C131,131,CUSTOMER
135549,5396,C362,362,CUSTOMER,957,C132,132,CUSTOMER
135550,8018,C362,362,CUSTOMER,1364,C133,133,CUSTOMER
135551,7354,C362,362,CUSTOMER,1246,C134,134,CUSTOMER
135552,3545,C362,362,CUSTOMER,592,C135,135,CUSTOMER
135553,6145,C362,362,CUSTOMER,863,C136,136,CUSTOMER
135554,8885,C362,362,CUSTOMER,1124,C137,137,CUSTOMER
135568,2839,C1,1,CUSTOMER,551,C364,364,CUSTOMER
135569,7060,C2,2,CUSTOMER,1168,C364,364,CUSTOMER
135570,8664,C3,3,CUSTOMER,1456,C364,364,CUSTOMER
135571,2728,C4,4,CUSTOMER,489,C364,364,CUSTOMER
135572,3712,C5,5,CUSTOMER,785,C364,364,CUSTOMER
135573,3121,C6,6,CUSTOMER,586,C364,364,CUSTOMER
135574,3207,C7,7,CUSTOMER,394,C364,364,CUSTOMER
135575,8550,C8,8,CUSTOMER,1422,C364,364,CUSTOMER
135576,9215,C9,9,CUSTOMER,1103,C364,364,CUSTOMER
135577,4001,C10,10,CUSTOMER,758,C364,364,CUSTOMER
135578,10503,C11,11,CUSTOMER,1615,C364,364,CUSTOMER
135579,8803,C12,12,CUSTOMER,1476,C364,364,CUSTOMER
135580,6887,C13,13,CUSTOMER,1274,C364,364,CUSTOMER
135581,27053,C14,14,CUSTOMER,2495,C364,364,CUSTOMER
135582,15690,C15,15,CUSTOMER,2171,C364,364,CUSTOMER
135583,12497,C16,16,CUSTOMER,1878,C364,364,CUSTOMER
135643,29355,C101,101,CUSTOMER,2360,C363,363,CUSTOMER
135644,33024,C102,102,CUSTOMER,3574,C363,363,CUSTOMER
135645,12684,C103,103,CUSTOMER,1665,C363,363,CUSTOMER
135651,19050,C109,109,CUSTOMER,2132,C363,363,CUSTOMER
135652,33588,C110,110,CUSTOMER,3878,C363,363,CUSTOMER
135653,41177,C111,111,CUSTOMER,3758,C363,363,CUSTOMER
135659,26248,C117,117,CUSTOMER,2121,C363,363,CUSTOMER
135661,14318,C119,119,CUSTOMER,1446,C363,363,CUSTOMER
135662,6213,C120,120,CUSTOMER,914,C363,363,CUSTOMER
135663,10344,C121,121,CUSTOMER,999,C363,363,CUSTOMER
135664,4099,C122,122,CUSTOMER,740,C363,363,CUSTOMER
135665,6040,C123,123,CUSTOMER,1144,C363,363,CUSTOMER
135666,7639,C124,124,CUSTOMER,1022,C363,363,CUSTOMER
135667,9733,C125,125,CUSTOMER,1126,C363,363,CUSTOMER
135743,12625,C126,126,CUSTOMER,1601,C362,362,CUSTOMER
135744,11116,C127,127,CUSTOMER,1520,C362,362,CUSTOMER
135745,11607,C128,128,CUSTOMER,1450,C362,362,CUSTOMER
135746,12083,C129,129,CUSTOMER,1610,C362,362,CUSTOMER
135747,12554,C130,130,CUSTOMER,1700,C362,362,CUSTOMER
135748,8530,C131,131,CUSTOMER,1000,C362,362,CUSTOMER
135749,8992,C132,132,CUSTOMER,1113,C362,362,CUSTOMER
135750,12300,C133,133,CUSTOMER,1731,C362,362,CUSTOMER
135751,11188,C134,134,CUSTOMER,1472,C362,362,CUSTOMER
135752,4423,C135,135,CUSTOMER,732,C362,362,CUSTOMER
135753,7555,C136,136,CUSTOMER,904,C362,362,CUSTOMER
135754,10504,C137,137,CUSTOMER,1398,C362,362,CUSTOMER
135773,7118,C364,364,CUSTOMER,827,C31,31,CUSTOMER
135774,9800,C364,364,CUSTOMER,1043,C32,32,CUSTOMER
135775,5045,C364,364,CUSTOMER,493,C33,33,CUSTOMER
135776,3875,C364,364,CUSTOMER,684,C34,34,CUSTOMER
135777,4529,C364,364,CUSTOMER,796,C35,35,CUSTOMER
135778,4073,C364,364,CUSTOMER,536,C36,36,CUSTOMER
135779,6642,C364,364,CUSTOMER,1107,C37,37,CUSTOMER
135780,5733,C364,364,CUSTOMER,606,C38,38,CUSTOMER
135781,5863,C364,364,CUSTOMER,991,C39,39,CUSTOMER
135782,2351,C364,364,CUSTOMER,438,C40,40,CUSTOMER
135783,2591,C364,364,CUSTOMER,471,C41,41,CUSTOMER
135784,6810,C364,364,CUSTOMER,1196,C42,42,CUSTOMER
135785,6649,C364,364,CUSTOMER,1173,C43,43,CUSTOMER
135786,4862,C364,364,CUSTOMER,848,C44,44,CUSTOMER
135787,3537,C364,364,CUSTOMER,640,C45,45,CUSTOMER
135788,7742,C364,364,CUSTOMER,1421,C46,46,CUSTOMER
135789,7283,C364,364,CUSTOMER,1296,C47,47,CUSTOMER
135790,4916,C364,364,CUSTOMER,854,C48,48,CUSTOMER
135791,3235,C364,364,CUSTOMER,627,C49,49,CUSTOMER
135792,2135,C364,364,CUSTOMER,423,C50,50,CUSTOMER
135843,11914,C363,363,CUSTOMER,1323,C126,126,CUSTOMER
135844,11141,C363,363,CUSTOMER,1311,C127,127,CUSTOMER
135845,10588,C363,363,CUSTOMER,1502,C128,128,CUSTOMER
135846,11047,C363,363,CUSTOMER,1301,C129,129,CUSTOMER
135847,11540,C363,363,CUSTOMER,1432,C130,130,CUSTOMER
135848,5560,C363,363,CUSTOMER,1063,C131,131,CUSTOMER
135849,7528,C363,363,CUSTOMER,1011,C132,132,CUSTOMER
135850,7813,C363,363,CUSTOMER,1318,C133,133,CUSTOMER
135851,7148,C363,363,CUSTOMER,1200,C134,134,CUSTOMER
135852,4573,C363,363,CUSTOMER,720,C135,135,CUSTOMER
135853,6578,C363,363,CUSTOMER,856,C136,136,CUSTOMER
135854,9319,C363,363,CUSTOMER,1118,C137,137,CUSTOMER
135973,7247,C31,31,CUSTOMER,889,C364,364,CUSTOMER
135974,9589,C32,32,CUSTOMER,1125,C364,364,CUSTOMER
135975,5224,C33,33,CUSTOMER,553,C364,364,CUSTOMER
135976,3827,C34,34,CUSTOMER,671,C364,364,CUSTOMER
135977,4482,C35,35,CUSTOMER,776,C364,364,CUSTOMER
135978,4433,C36,36,CUSTOMER,631,C364,364,CUSTOMER
135979,6530,C37,37,CUSTOMER,1087,C364,364,CUSTOMER
135980,5762,C38,38,CUSTOMER,613,C364,364,CUSTOMER
135981,5946,C39,39,CUSTOMER,1050,C364,364,CUSTOMER
135982,3161,C40,40,CUSTOMER,611,C364,364,CUSTOMER
135983,2893,C41,41,CUSTOMER,577,C364,364,CUSTOMER
135984,6938,C42,42,CUSTOMER,1277,C364,364,CUSTOMER
135985,6508,C43,43,CUSTOMER,1189,C364,364,CUSTOMER
135986,5578,C44,44,CUSTOMER,1055,C364,364,CUSTOMER
135987,2547,C45,45,CUSTOMER,500,C364,364,CUSTOMER
135988,7827,C46,46,CUSTOMER,1358,C364,364,CUSTOMER
135989,7367,C47,47,CUSTOMER,1210,C364,364,CUSTOMER
135990,4737,C48,48,CUSTOMER,897,C364,364,CUSTOMER
135991,3564,C49,49,CUSTOMER,699,C364,364,CUSTOMER
135992,2340,C50,50,CUSTOMER,450,C364,364,CUSTOMER
136043,10929,C126,126,CUSTOMER,1268,C363,363,CUSTOMER
136044,6020,C127,127,CUSTOMER,1189,C363,363,CUSTOMER
136045,9911,C128,128,CUSTOMER,1118,C363,363,CUSTOMER
136046,10387,C129,129,CUSTOMER,1277,C363,363,CUSTOMER
136047,7193,C130,130,CUSTOMER,1394,C363,363,CUSTOMER
136048,6774,C131,131,CUSTOMER,819,C363,363,CUSTOMER
136049,7235,C132,132,CUSTOMER,932,C363,363,CUSTOMER
136050,7205,C133,133,CUSTOMER,1401,C363,363,CUSTOMER
136051,6092,C134,134,CUSTOMER,1141,C363,363,CUSTOMER
136052,3950,C135,135,CUSTOMER,637,C363,363,CUSTOMER
136053,5798,C136,136,CUSTOMER,723,C363,363,CUSTOMER
136054,8808,C137,137,CUSTOMER,1066,C363,363,CUSTOMER
136168,2312,C364,364,CUSTOMER,437,C51,51,CUSTOMER
136169,6510,C364,364,CUSTOMER,1137,C52,52,CUSTOMER
136170,2855,C364,364,CUSTOMER,513,C53,53,CUSTOMER
136171,6729,C364,364,CUSTOMER,1188,C54,54,CUSTOMER
136172,4719,C364,364,CUSTOMER,923,C55,55,CUSTOMER
136173,4108,C364,364,CUSTOMER,812,C56,56,CUSTOMER
136174,1083,C364,364,CUSTOMER,281,C57,57,CUSTOMER
136175,4474,C364,364,CUSTOMER,887,C58,58,CUSTOMER
136176,5303,C364,364,CUSTOMER,979,C59,59,CUSTOMER
136177,5006,C364,364,CUSTOMER,924,C60,60,CUSTOMER
136179,2118,C364,364,CUSTOMER,488,C62,62,CUSTOMER
136180,4520,C364,364,CUSTOMER,851,C63,63,CUSTOMER
136181,3433,C364,364,CUSTOMER,604,C64,64,CUSTOMER
136182,8261,C364,364,CUSTOMER,1458,C65,65,CUSTOMER
136183,5789,C364,364,CUSTOMER,1096,C66,66,CUSTOMER
136184,5532,C364,364,CUSTOMER,1001,C67,67,CUSTOMER
136185,7628,C364,364,CUSTOMER,1331,C68,68,CUSTOMER
136186,2559,C364,364,CUSTOMER,606,C69,69,CUSTOMER
136187,6726,C364,364,CUSTOMER,722,C70,70,CUSTOMER
136188,10414,C364,364,CUSTOMER,1734,C71,71,CUSTOMER
136189,4246,C364,364,CUSTOMER,795,C72,72,CUSTOMER
136190,4569,C364,364,CUSTOMER,814,C73,73,CUSTOMER
136191,5049,C364,364,CUSTOMER,541,C74,74,CUSTOMER
136192,7237,C364,364,CUSTOMER,1056,C75,75,CUSTOMER
136368,2950,C51,51,CUSTOMER,568,C364,364,CUSTOMER
136369,6567,C52,52,CUSTOMER,1183,C364,364,CUSTOMER
136370,1751,C53,53,CUSTOMER,308,C364,364,CUSTOMER
136371,4542,C54,54,CUSTOMER,942,C364,364,CUSTOMER
136372,3780,C55,55,CUSTOMER,786,C364,364,CUSTOMER
136373,3507,C56,56,CUSTOMER,788,C364,364,CUSTOMER
136374,330,C57,57,CUSTOMER,88,C364,364,CUSTOMER
136375,4044,C58,58,CUSTOMER,794,C364,364,CUSTOMER
136376,5771,C59,59,CUSTOMER,1094,C364,364,CUSTOMER
136377,4910,C60,60,CUSTOMER,986,C364,364,CUSTOMER
136379,2312,C62,62,CUSTOMER,463,C364,364,CUSTOMER
136380,3879,C63,63,CUSTOMER,719,C364,364,CUSTOMER
136381,2083,C64,64,CUSTOMER,455,C364,364,CUSTOMER
136382,7315,C65,65,CUSTOMER,1416,C364,364,CUSTOMER
136383,5127,C66,66,CUSTOMER,962,C364,364,CUSTOMER
136384,4084,C67,67,CUSTOMER,804,C364,364,CUSTOMER
136385,5979,C68,68,CUSTOMER,1105,C364,364,CUSTOMER
136386,2172,C69,69,CUSTOMER,435,C364,364,CUSTOMER
136387,6862,C70,70,CUSTOMER,775,C364,364,CUSTOMER
136388,9693,C71,71,CUSTOMER,1535,C364,364,CUSTOMER
136389,4977,C72,72,CUSTOMER,787,C364,364,CUSTOMER
136390,3862,C73,73,CUSTOMER,756,C364,364,CUSTOMER
136391,5412,C74,74,CUSTOMER,627,C364,364,CUSTOMER
136392,6293,C75,75,CUSTOMER,864,C364,364,CUSTOMER
136568,5860,C364,364,CUSTOMER,1131,C76,76,CUSTOMER
136569,10915,C364,364,CUSTOMER,1758,C77,77,CUSTOMER
